0,12579,false,1.418557
0,29803,false,1.279743
0,49349,false,1.897461
0,59503,false,1.647833
1,14572,false,1.872233
1,16642,false,0.935259
1,23122,false,1.847472
1,41932,false,0.7705
3,20286,false,8.284757
3,38786,false,12.191233
4,212,true,133.761866
4,16722,false,85.707861
4,26123,false,32.503086
4,36843,false,87.375731
4,39457,true,124.344854
4,40740,false,31.129429
5,2237,false,35.278177
5,25858,false,14.754007
5,44443,false,21.746644
5,55210,false,41.169838
6,30904,false,18.224895
7,9088,false,29.924504
7,10333,false,10.134487
7,22913,true,21.146819
7,28241,false,9.848737
7,33734,true,30.633086
7,49889,false,6.989128
7,52578,true,16.73933
7,57057,false,9.402811
9,26196,false,1.629983
10,51998,false,3.704722
11,12192,false,8.708266
12,2959,false,16.204505
13,7669,true,13.825972
13,10261,false,22.861936
13,11846,true,19.112719
13,17057,false,7.446167
13,17632,false,16.222709
14,19309,false,9.72273
14,28493,false,4.910926
14,34891,false,9.502321
15,15344,false,5.81731
15,50209,false,12.734654
15,59609,false,13.108504
16,14138,false,19.138635
16,14799,false,15.961422
16,26055,false,9.831799
16,34833,false,20.857698
17,17918,false,2.375753
17,25365,false,9.810766
17,35481,false,19.134729
18,30563,false,0.361546
18,48043,false,3.065562
19,23062,false,3.472208
19,42981,false,10.132867
20,5202,false,12.999639
20,22731,true,10.510598
21,1623,false,27.853886
21,26715,false,30.092671
22,8457,false,1.665065
22,32479,false,3.380234
22,48355,false,4.860445
23,11368,false,15.279619
23,44938,false,18.023458
23,46190,true,4.802345
24,22944,false,0.595324
24,27007,false,2.157273
24,59043,false,1.68339
25,9637,false,7.207224
25,34365,false,7.44692
25,47451,false,0.215243
26,31215,false,3.204416
26,39216,false,2.780121
26,47948,false,10.037612
27,11795,true,2.362254
27,26959,false,0.358924
27,35024,false,4.849368
27,50985,false,3.275302
28,2415,false,8.161505
28,21522,false,1.957674
29,2483,false,3.937855
29,4681,false,7.905335
29,27479,false,21.311616
30,392,false,44.224129
30,34676,false,30.655336
30,47827,false,16.505884
30,51955,false,30.661543
31,3598,false,14.500649
31,38140,false,7.87412
31,55792,true,6.557118
32,16961,false,25.437598
33,20299,false,16.960551
33,40852,false,4.140444
33,45902,false,14.393861
34,5689,true,4.347581
34,24221,false,32.695363
34,47770,false,17.0571
35,28166,false,2.022356
35,40719,false,1.334614
35,45014,false,4.76787
36,44587,false,10.099711
36,54966,false,6.714729
37,3871,true,3.506435
37,40662,false,3.193645
37,45320,false,3.745951
38,2718,false,3.649404
38,10303,true,1.150575
38,32386,false,1.899241
39,29171,false,7.261237
39,30171,false,18.638131
39,33359,false,20.994675
40,15026,true,8.667667
40,34514,false,10.76689
40,43693,false,4.760372
40,45841,false,10.104132
42,33043,false,3.924216
42,53343,false,10.393841
43,15308,false,1.932831
43,52828,false,11.914857
44,13702,false,0.573954
44,14661,false,2.151247
44,23926,true,4.068553
44,27910,false,0.409779
45,4409,false,5.402885
45,10883,false,4.866011
45,32056,false,2.348062
45,47680,false,4.51803
46,12076,false,0.206653
47,8466,false,11.168613
47,14647,false,1.832702
47,59547,true,10.255393
49,58092,true,27.652553
50,33451,false,2.077345
51,19106,false,26.085816
51,47787,false,40.437887
51,57702,false,18.670437
52,24229,false,4.507311
53,26166,false,25.583726
53,26265,false,5.588858
53,37370,false,1.116591
53,48053,false,7.102197
54,17956,false,0.859507
