6374,36,true,0.775379
6374,173,false,0.294707
6374,275,false,0.1603
6374,276,false,0.537465
6374,323,false,0.245833
6873,31,true,0.7968
6873,238,false,0.611783
6873,349,false,0.669906
7247,21,true,0.186907
7247,142,false,0.406605
7247,347,false,0.526479
7571,27,true,0.339778
7571,110,false,0.091847
7571,171,false,0.63929
7571,289,false,0.936252
7571,334,false,0.28713
7736,22,true,0.283899
7736,172,false,0.446279
7736,186,false,0.293402
7736,201,false,0.231508
7736,367,false,0.357361
7939,32,true,0.762141
7939,391,false,0.246863
8113,34,true,0.878452
8113,140,false,0.165166
8113,179,false,0.494541
8113,353,false,0.389558
8189,20,true,0.833424
8189,143,false,0.132834
8189,286,false,0.742491
8189,295,false,0.846363
8189,337,false,0.253894
8275,24,true,0.79428
8275,149,false,0.425413
8275,191,false,0.271827
8275,233,false,0.877614
8275,310,false,0.298042
8543,2,true,0.305042
8543,130,false,0.102097
8543,199,false,0.949651
8543,212,false,0.779366
8701,29,true,0.544859
8701,133,false,0.174507
8701,164,false,0.158376
8701,342,false,0.702228
8701,362,false,0.222949
8776,23,true,1.014611
8776,129,false,0.475893
8776,271,false,0.872294
8776,346,false,0.850326
8854,28,true,0.219094
8854,259,false,0.614744
8854,291,false,0.458456
9024,3,true,0.494801
9024,224,false,0.28865
9024,248,false,0.391604
9024,288,false,0.483421
9024,375,false,0.455782
9251,37,true,0.726441
9251,385,false,0.676256
9453,26,true,0.152222
9453,239,false,0.569597
9453,324,false,0.94364
9624,33,true,0.004765
9624,111,false,1.004275
9624,163,false,0.328087
9624,258,false,0.168745
9624,285,false,0.486223
9624,390,false,0.288326
9695,30,true,0.732283
9695,134,false,0.888015
9695,388,false,0.377194
10410,25,true,0.359687
10821,35,true,0.902394
10821,141,false,0.991896
10821,278,false,0.357202
10821,331,false,0.053949
10821,372,false,0.924224
10959,7,true,0.972951
10959,104,false,0.658378
10959,106,false,0.079406
10959,194,false,0.734028
11128,65,true,0.257319
11128,113,false,0.604985
11128,175,false,0.236981
11128,183,false,0.995773
11128,364,false,0.034934
11263,67,true,0.132125
11263,246,false,0.303702
11263,371,false,0.09045
11263,397,false,0.253519
11314,42,true,0.108279
11314,119,false,0.477841
12236,71,true,0.187784
12236,101,false,0.476629
12236,184,false,0.808996
12236,185,false,0.503773
12236,213,false,0.704941
12299,72,true,0.754936
12299,221,false,0.084716
12299,236,false,0.960944
12462,70,true,0.659624
12462,251,false,0.688047
12462,265,false,0.486323
12462,377,false,0.242462
12462,378,false,0.70778
12941,44,true,0.430855
12941,205,false,0.627827
12941,283,false,0.450234
12941,389,false,0.388023
12947,40,true,0.409159
12947,114,false,0.636522
12947,181,false,0.037011
12947,232,false,0.740461
13025,64,true,0.367007
13025,105,false,0.759133
13025,108,false,0.403568
13025,195,false,0.330383
13025,293,false,0.847537
13025,315,false,0.40447
13025,322,false,0.351424
13025,383,false,0.527494
13030,62,true,0.914866
13030,153,false,0.326806
13030,154,false,0.043902
13030,257,false,0.496735
13030,311,false,0.379178
13072,93,true,0.8945
13072,102,false,0.546562
13072,158,false,0.82946
13072,262,false,0.471329
13072,358,false,0.040554
13133,68,true,0.955159
13247,4,true,0.265854
13247,228,false,0.597255
13247,269,false,0.926204
13247,368,false,0.249512
13306,69,true,0.211336
13306,121,false,0.209984
13306,155,false,0.581642
13306,189,false,0.64956
13306,279,false,0.647457
13306,312,false,0.759708
13422,46,true,0.625494
13422,132,false,0.392482
13422,145,false,0.328696
13422,216,false,0.176765
13422,290,false,0.500346
13433,66,true,0.013049
13433,168,false,0.7617
13433,287,false,0.837218
13433,319,false,0.985494
13433,341,false,0.891363
13433,360,false,0.830937
13631,73,true,0.697773
13631,226,false,0.429453
13737,38,true,0.17133
13737,160,false,0.566536
13737,230,false,0.097787
13739,41,true,0.535249
13739,144,false,0.071629
13739,223,false,0.71378
14057,92,true,0.725227
14057,254,false,0.931178
14458,43,true,0.929159
14458,118,false,0.86821
14458,177,false,0.376632
14458,207,false,0.378508
