California,30000,20000,<C,U>,95.699883935,80.264637569,16.13,2020-04-14 14-43-36
California,30000,20000,<C,U>,137.859436686,81.875347826,40.61,2020-04-14 14-48-35
California,30000,19999,<C,U>,102.37434881,76.350212903,25.42,2020-04-14 14-52-17
California,30000,20000,<C,U>,104.008276879,76.127431603,26.81,2020-04-14 14-56-35
California,20000,30000,<U,C>,7811.652206725,697.946504195,91.07,2020-04-14 17-21-00
California,20000,30000,<U,C>,3535.623038773,503.309866747,85.76,2020-04-14 18-28-56
California,20000,30000,<U,C>,1429.162375407,181.054574173,87.33,2020-04-14 18-56-33
California,20000,30000,<U,C>,726.482401699,128.737858694,82.28,2020-04-14 19-12-17
California,30000,19999,<C,C>,86.876430823,64.326761559,25.96,2020-04-14 19-16-09
California,30000,19999,<C,C>,83.562155587,61.895448274,25.93,2020-04-14 19-20-00
California,30000,19999,<C,C>,81.617319144,64.239089285,21.29,2020-04-14 19-23-23
California,30000,19999,<C,C>,86.98446773,65.259368356,24.98,2020-04-14 19-27-01
California,30000,20000,<U,U>,118.898569596,87.496052018,26.41,2020-04-14 19-30-29
California,30000,20000,<U,U>,110.07267964,85.888671197,21.97,2020-04-14 19-33-47
California,30000,20000,<U,U>,104.471277408,84.278174271,19.33,2020-04-14 19-36-58
California,30000,20000,<U,U>,107.947112409,85.687270289,20.62,2020-04-14 19-40-13
California,30000,29999,<C,U>,137.655235311,98.761403669,28.25,2020-04-14 19-45-29
California,30000,30000,<C,U>,156.633337732,103.63930934,33.83,2020-04-14 19-51-35
California,30000,30000,<C,U>,104.213163426,72.533997886,30.4,2020-04-14 19-55-12
California,30000,29999,<C,U>,100.598170247,80.802791696,19.68,2020-04-14 19-58-42
California,29999,30000,<U,C>,787.835891942,125.991384847,84.01,2020-04-14 20-16-22
California,30000,30000,<U,C>,1409.868630763,202.755948562,85.62,2020-04-14 20-43-56
California,30000,30000,<U,C>,825.777364524,116.177110539,85.93,2020-04-14 21-02-04
California,30000,30000,<U,C>,1232.047596504,149.565350789,87.86,2020-04-14 21-26-14
California,30000,29999,<C,C>,82.2306892,69.966509403,14.91,2020-04-14 21-30-56
California,30000,29999,<C,C>,83.091597532,61.922321729,25.48,2020-04-14 21-34-17
California,30000,29999,<C,C>,81.477041837,67.413925515,17.26,2020-04-14 21-37-41
California,30000,29999,<C,C>,91.144109566,78.262978498,14.13,2020-04-14 21-41-51
California,30000,30000,<U,U>,122.070630807,89.395673977,26.77,2020-04-14 21-45-24
California,30000,30000,<U,U>,121.502717762,90.900508136,25.19,2020-04-14 21-48-59
California,30000,30000,<U,U>,122.592112287,92.077502498,24.89,2020-04-14 21-52-36
California,30000,30000,<U,U>,124.187002098,92.948107169,25.15,2020-04-14 21-56-15
California,30000,50000,<C,U>,184.448987027,119.613219718,35.15,2020-04-14 22-03-12
California,30000,50000,<C,U>,96.534276726,66.599934576,31.01,2020-04-14 22-06-22
California,30000,49999,<C,U>,172.567260666,111.201150505,35.56,2020-04-14 22-12-30
California,30000,50000,<C,U>,146.822890154,94.545649468,35.61,2020-04-14 22-17-48
California,50000,30000,<U,C>,1379.388660543,218.281867756,84.18,2020-04-14 22-45-19
California,50000,30000,<U,C>,1628.263727565,218.320295535,86.59,2020-04-14 23-18-08
