SanJoaquin,20000,30000,<C,U>,241.933489175,95.23659064,60.64,2020-04-16 22-51-34
SanJoaquin,20000,30000,<C,U>,100.176221901,57.799280817,42.3,2020-04-16 23-00-59
SanJoaquin,20000,30000,<C,U>,99.592619321,65.788764992,33.94,2020-04-16 23-12-44
SanJoaquin,20000,30000,<C,U>,95.985699397,62.976699169,34.39,2020-04-16 23-19-37
SanJoaquin,30000,20000,<U,C>,2571.405137705,1635.839199953,36.38,2020-04-17 00-36-55
SanJoaquin,30000,20000,<U,C>,6031.512424682,3905.89992192,35.24,2020-04-17 03-23-10
SanJoaquin,30000,20000,<U,C>,8711.10473556,5981.262300721,31.34,2020-04-17 07-29-37
SanJoaquin,30000,20000,<U,C>,2207.525121049,1472.513883336,33.3,2020-04-17 08-32-02
SanJoaquin,20000,29999,<C,C>,71.473567529,48.17659093,32.6,2020-04-17 08-40-37
SanJoaquin,20000,29999,<C,C>,64.25806951,41.190324578,35.9,2020-04-17 08-46-58
SanJoaquin,20000,29999,<C,C>,65.614081216,39.521714119,39.77,2020-04-17 08-52-44
SanJoaquin,20000,29999,<C,C>,60.176806704,39.967303227,33.58,2020-04-17 08-56-10
SanJoaquin,20000,30000,<U,U>,88.582669731,75.750144926,14.49,2020-04-17 08-58-57
SanJoaquin,20000,30000,<U,U>,87.131723344,74.067733956,14.99,2020-04-17 09-01-40
SanJoaquin,20000,30000,<U,U>,87.589073791,74.562129783,14.87,2020-04-17 09-04-24
SanJoaquin,20000,30000,<U,U>,88.836594514,75.36305002,15.17,2020-04-17 09-07-11
SanJoaquin,30000,30000,<C,U>,161.728861377,98.18482761,39.29,2020-04-17 09-17-20
SanJoaquin,30000,30000,<C,U>,145.556305516,91.018432193,37.47,2020-04-17 09-26-28
SanJoaquin,30000,30000,<C,U>,140.767584106,86.019095451,38.89,2020-04-17 09-43-23
SanJoaquin,30000,30000,<C,U>,151.289234915,94.874245821,37.29,2020-04-17 09-51-44
SanJoaquin,30000,30000,<U,C>,4955.194558958,3217.327923728,35.07,2020-04-17 12-10-02
SanJoaquin,30000,30000,<U,C>,2132.103597851,1375.518270867,35.49,2020-04-17 13-12-04
SanJoaquin,30000,30000,<U,C>,4527.544004941,2849.763191327,37.06,2020-04-17 15-20-34
SanJoaquin,30000,30000,<U,C>,8010.418774093,5119.365557222,36.09,2020-04-17 19-10-00
SanJoaquin,30000,29999,<C,C>,112.580100865,67.217223937,40.29,2020-04-17 19-21-33
SanJoaquin,30000,29999,<C,C>,108.129704994,58.723733772,45.69,2020-04-17 19-30-02
SanJoaquin,30000,29999,<C,C>,107.606950009,60.92054976,43.39,2020-04-17 19-39-45
SanJoaquin,30000,29999,<C,C>,106.775254325,61.157091671,42.72,2020-04-17 19-49-17
SanJoaquin,30000,30000,<U,U>,145.13407332,111.916975512,22.89,2020-04-17 19-53-37
SanJoaquin,30000,30000,<U,U>,147.211772199,113.809874616,22.69,2020-04-17 19-58-00
SanJoaquin,30000,30000,<U,U>,148.368728595,113.863869381,23.26,2020-04-17 20-02-25
SanJoaquin,30000,30000,<U,U>,147.292062313,113.214334411,23.14,2020-04-17 20-06-48
SanJoaquin,50000,30000,<C,U>,374.200638251,212.63528163,43.18,2020-04-17 20-23-59
SanJoaquin,50000,30000,<C,U>,355.062777471,197.378541519,44.41,2020-04-17 20-37-56
SanJoaquin,50000,30000,<C,U>,313.455093861,175.967673017,43.86,2020-04-17 20-52-46
SanJoaquin,50000,30000,<C,U>,336.784606849,173.013626677,48.63,2020-04-17 21-14-44
SanJoaquin,30000,50000,<U,C>,7789.834696748,5099.614751915,34.54,2020-04-18 00-52-07
SanJoaquin,30000,50000,<U,C>,11312.596421261,7294.873955418,35.52,2020-04-18 06-10-09
SanJoaquin,30000,50000,<U,C>,5056.847495291,3247.439049645,35.78,2020-04-18 08-33-27
SanJoaquin,30000,50000,<U,C>,5883.62945255,3901.20830147,33.69,2020-04-18 11-18-52
SanJoaquin,50000,29999,<C,C>,243.41154301,115.946190609,52.37,2020-04-18 11-34-05
SanJoaquin,50000,29999,<C,C>,217.733759589,111.59667702,48.75,2020-04-18 11-44-48
SanJoaquin,50000,29999,<C,C>,287.992739851,126.682046953,56.01,2020-04-18 12-04-19
SanJoaquin,50000,29999,<C,C>,275.757246044,137.600474424,50.1,2020-04-18 12-22-30
SanJoaquin,50000,30000,<U,U>,279.717533406,182.444693341,34.78,2020-04-18 12-30-15
SanJoaquin,50000,30000,<U,U>,279.932703394,183.841150924,34.33,2020-04-18 12-38-02
SanJoaquin,50000,30000,<U,U>,280.604161643,184.181951835,34.36,2020-04-18 12-45-50
SanJoaquin,50000,30000,<U,U>,292.225956681,190.97503863,34.65,2020-04-18 12-53-56
SanJoaquin,70000,30000,<C,U>,516.841789995,275.159892887,46.76,2020-04-18 13-12-30
SanJoaquin,70000,30000,<C,U>,604.162614843,306.921478008,49.2,2020-04-18 13-52-17
SanJoaquin,70000,30000,<C,U>,569.918345711,305.504761454,46.39,2020-04-18 14-12-20
SanJoaquin,70000,30000,<C,U>,577.436580781,280.869793314,51.36,2020-04-18 14-34-31
SanJoaquin,30000,70000,<U,C>,2933.54690277,1880.273895563,35.9,2020-04-18 16-05-06
