California,10000,20000,43.901369851,21.909265543,50.09,2020-03-20 20-02-43
California,10000,20000,40.274914758,23.791519397,40.93,2020-03-20 20-05-51
California,10000,20000,27.952778124,23.034682126,17.59,2020-03-20 20-07-42
California,10000,20000,20.956421427,17.87272843,14.71,2020-03-20 20-09-05
California,20000,10000,1009.011617278,113.534549811,88.75,2020-03-20 20-29-32
California,20000,10000,404.443384801,87.328643942,78.41,2020-03-20 20-39-01
California,20000,10000,521.182356605,87.608756263,83.19,2020-03-20 20-50-27
California,100,299,1.067761816,1.06725312,0.05,2020-03-20 20-51-08
California,100,299,2.815139015,2.823928641,-0.31,2020-03-20 20-52-12
California,100,299,1.877341381,1.867365153,0.53,2020-03-20 20-53-51
California,100,299,1.450211246,1.444605156,0.39,2020-03-20 20-54-56
California,100,299,1.435132025,1.46197049,-1.87,2020-03-20 20-55-00
California,10000,30000,28.028540963,21.085145947,24.77,2020-03-20 20-57-26
California,10000,30000,30.706155871,22.972152258,25.19,2020-03-20 21-00-03
California,10000,30000,31.95389295,25.764390148,19.37,2020-03-20 21-02-04
California,10000,30000,28.48916828,22.947196425,19.45,2020-03-20 21-04-04
California,30000,10000,1278.052716555,169.632872418,86.73,2020-03-20 21-28-32
California,30000,10000,1118.03354882,135.256647862,87.9,2020-03-20 21-50-44
California,30000,10000,697.201652161,115.001651596,83.51,2020-03-20 22-05-29
California,100,299,2.145873108,2.131757654,0.66,2020-03-20 22-06-44
California,100,299,1.28386384,1.287093337,-0.25,2020-03-20 22-07-31
California,100,299,0.395918656,0.398855585,-0.74,2020-03-20 22-07-56
California,100,299,2.10924237,2.104242508,0.24,2020-03-20 22-09-33
California,100,299,2.140194574,2.124924037,0.71,2020-03-20 22-09-37
California,10000,50000,49.229024594,32.408083251,34.17,2020-03-20 22-12-35
California,10000,50000,23.135778705,17.461632885,24.53,2020-03-20 22-13-44
California,10000,50000,36.663593369,26.058754786,28.92,2020-03-20 22-16-18
California,10000,50000,46.226426969,33.365031444,27.82,2020-03-20 22-18-56
California,50000,10000,1387.479901632,181.519065312,86.92,2020-03-20 22-46-25
California,50000,10000,4283.881800049,329.917378517,92.3,2020-03-21 00-04-04
California,50000,10000,1841.221677378,199.791068625,89.15,2020-03-21 00-39-59
California,100,299,1.817955281,1.811032326,0.38,2020-03-21 00-41-19
California,100,299,1.642904693,1.66996209,-1.65,2020-03-21 00-42-30
California,100,299,1.347910412,1.295738391,3.87,2020-03-21 00-44-21
California,100,299,1.682464582,1.707541088,-1.49,2020-03-21 00-45-35
California,100,299,1.730577976,1.705151504,1.47,2020-03-21 00-45-38
California,10000,70000,51.690219029,33.024507174,36.11,2020-03-21 00-47-27
California,10000,70000,29.435636319,22.009695406,25.23,2020-03-21 00-48-50
California,10000,70000,50.481364453,34.686292531,31.29,2020-03-21 00-51-25
California,10000,70000,60.754215616,41.203762485,32.18,2020-03-21 00-54-13
California,69999,10000,2098.604942898,265.568615867,87.35,2020-03-21 01-34-30
California,70000,10000,15066.954257933,537.872011066,96.43,2020-03-21 05-55-22
California,70000,10000,3225.622041364,291.279025189,90.97,2020-03-21 06-56-14
California,100,299,1.049780731,1.028286545,2.05,2020-03-21 06-56-50
California,100,299,1.181221844,1.175881595,0.45,2020-03-21 06-57-18
California,100,299,1.812869456,1.769980644,2.37,2020-03-21 06-59-47
California,100,299,1.304235112,1.262120309,3.23,2020-03-21 07-00-10
California,100,299,1.298424242,1.273572864,1.91,2020-03-21 07-00-13
California,10000,99999,71.857626716,45.943567621,36.06,2020-03-21 07-03-26
California,10000,100000,59.015519315,40.919879052,30.66,2020-03-21 07-06-04
California,10000,100000,75.452374279,49.165485223,34.84,2020-03-21 07-09-33
California,10000,100000,53.324402933,33.946338725,36.34,2020-03-21 07-11-46
California,99999,10000,5707.811884301,478.109462748,91.62,2020-03-21 08-55-37
California,100000,10000,9490.634699845,575.742671861,93.93,2020-03-21 11-45-00
California,99998,10000,5561.286949084,517.549738002,90.69,2020-03-21 13-27-20
California,100,299,1.577305516,1.567779043,0.6,2020-03-21 13-28-18
California,100,299,2.309882856,2.33888469,-1.26,2020-03-21 13-30-06
California,100,299,1.834017642,1.837999628,-0.22,2020-03-21 13-31-50
California,100,299,2.024505793,1.980500553,2.17,2020-03-21 13-33-09
California,100,299,2.031976278,2.008416025,1.16,2020-03-21 13-33-14
California,20000,10000,44.987512622,37.316538348,17.05,2020-03-21 13-35-15
California,20000,10000,64.847284093,52.211300854,19.49,2020-03-21 13-38-34
California,20000,10000,56.826225654,46.14162454,18.8,2020-03-21 13-41-06
California,20000,10000,55.10461728,44.960826126,18.41,2020-03-21 13-44-59
California,10000,20000,398.794411368,83.137834914,79.15,2020-03-21 13-54-43
California,10000,20000,406.150536017,86.445166201,78.72,2020-03-21 14-04-34
California,10000,20000,1775.777507339,265.970460882,85.02,2020-03-21 14-40-28
California,100,299,1.458590829,1.466626119,-0.55,2020-03-21 14-41-25
California,100,299,1.886916513,1.878761079,0.43,2020-03-21 14-43-23
California,100,299,1.208102196,1.201154889,0.58,2020-03-21 14-44-47
California,100,299,2.112105614,2.115262237,-0.15,2020-03-21 14-47-13
California,100,299,2.132480889,2.108006353,1.15,2020-03-21 14-47-18
California,30000,10000,54.87306875,44.297485851,19.27,2020-03-21 14-49-44
California,30000,10000,84.103387343,68.945406318,18.02,2020-03-21 14-53-20
California,30000,10000,98.936622524,78.34559594,20.81,2020-03-21 14-57-36
California,30000,10000,105.277970689,87.456750884,16.93,2020-03-21 15-02-34
California,10000,30000,1414.859849475,390.79545383,72.38,2020-03-21 15-33-10
California,10000,30000,389.66221706,92.418742211,76.28,2020-03-21 15-42-05
California,10000,30000,1382.225775461,369.686613264,73.25,2020-03-21 16-11-38
California,100,299,1.774559965,1.814495213,-2.25,2020-03-21 16-12-43
California,100,299,0.765069882,0.735096326,3.92,2020-03-21 16-13-32
California,100,299,1.743297764,1.774243514,-1.78,2020-03-21 16-15-29
California,100,299,1.274962003,1.280254972,-0.42,2020-03-21 16-16-41
California,100,299,1.274791924,1.258530362,1.28,2020-03-21 16-16-43
California,50000,10000,171.235335686,130.152054733,23.99,2020-03-21 16-23-24
California,50000,10000,163.761079988,132.793935786,18.91,2020-03-21 16-29-57
California,50000,10000,177.006396919,138.995822496,21.47,2020-03-21 16-36-10
California,50000,10000,203.940229779,149.650863263,26.62,2020-03-21 16-43-24
California,9999,50000,444.777780792,84.038268312,81.11,2020-03-21 16-53-40
California,10000,50000,381.720833579,113.909494595,70.16,2020-03-21 17-03-09
California,10000,50000,690.623956527,137.884548846,80.03,2020-03-21 17-17-57
California,100,299,2.674833754,2.623712197,1.91,2020-03-21 17-20-22
California,100,299,1.634562303,1.635890064,-0.08,2020-03-21 17-21-48
California,100,299,1.46710267,1.464139895,0.2,2020-03-21 17-23-47
California,100,299,1.42716211,1.420861374,0.44,2020-03-21 17-24-31
California,100,299,1.404569576,1.411168309,-0.47,2020-03-21 17-24-34
California,70000,10000,297.684479111,211.289509214,29.02,2020-03-21 17-34-16
California,70000,10000,330.52514631,242.039916676,26.77,2020-03-21 17-45-37
California,70000,10000,307.906542188,220.956011675,28.24,2020-03-21 17-56-01
California,70000,10000,244.074265901,197.627173907,19.03,2020-03-21 18-03-40
California,10000,70000,218.704810907,60.941035273,72.14,2020-03-21 18-10-13
California,10000,70000,321.139679998,71.377087396,77.77,2020-03-21 18-19-23
California,10000,70000,633.085367169,158.428077074,74.98,2020-03-21 18-33-08
California,100,299,1.994685444,2.004782873,-0.51,2020-03-21 18-34-36
California,100,299,1.703017868,1.686992281,0.94,2020-03-21 18-35-52
California,100,299,1.664609478,1.680711152,-0.97,2020-03-21 18-37-30
California,100,299,2.37320107,2.33773624,1.49,2020-03-21 18-38-26
California,100,299,2.366285751,2.359475821,0.29,2020-03-21 18-38-31
California,100000,10000,521.534027172,367.531315565,29.53,2020-03-21 18-55-32
California,100000,10000,587.374602655,406.916833041,30.72,2020-03-21 19-13-04
California,100000,10000,467.962039601,338.657956781,27.63,2020-03-21 19-27-58
California,100000,10000,590.375642103,400.02619422,32.24,2020-03-21 19-45-33
California,10000,100000,269.695410789,79.732989735,70.44,2020-03-21 19-53-19
California,10000,100000,673.561701639,215.277395536,68.04,2020-03-21 20-08-54
California,10000,100000,387.806983593,72.720407254,81.25,2020-03-21 20-18-14
California,100,299,1.392219604,1.379792729,0.89,2020-03-21 20-19-21
California,100,299,1.676957473,1.689556023,-0.75,2020-03-21 20-20-41
