1,[0, 7388]
2,[0, 5744]
3,[0, 5835]
4,[0, 3647]
5,[5744, 5290]
6,[5744, 5836, 7002]
7,[5835, 5080]
8,[5835, 5973]
9,[5290, 4924]
10,[5290, 4925, 4924]
11,[7002, 15576]
12,[7002, 8271]
13,[7002, 9879]
14,[5080, 4972]
15,[5080, 5079]
16,[5973, 2264, 9261, 6854]
17,[5973, 5972]
18,[5973, 9879]
19,[4924, 4972]
20,[15576, 2966, 2140]
21,[15576, 8271]
22,[15576, 15609, 15608]
23,[8271, 8464, 10699]
24,[9879, 15181]
25,[4972, 4433]
26,[5079, 5972]
27,[5079, 5126]
28,[5972, 6256]
29,[5972, 6025, 5357, 5126]
30,[2140, 4106, 15162, 11089]
31,[2140, 2184, 2185]
32,[15608, 13656, 4842, 339]
33,[15608, 16016]
34,[4433, 2363]
35,[4433, 4487]
36,[5126, 5078]
37,[11089, 17353]
38,[11089, 11090, 17969]
39,[11089, 17906]
40,[2185, 1886]
41,[2185, 4107]
42,[2185, 3653, 16100, 16016]
43,[339, 9244]
44,[339, 2364]
45,[16016, 12137, 15737]
46,[2363, 2327, 2364]
47,[2363, 2362]
48,[4487, 2362]
49,[4487, 5078]
50,[5078, 5125, 11064]
51,[17353, 157]
52,[17353, 17354, 6301]
53,[17969, 1410]
54,[17969, 11619]
55,[17969, 18059]
56,[17906, 6753]
57,[17906, 11880]
58,[17906, 14647]
59,[4107, 2479]
60,[4107, 2787, 11619]
61,[2364, 282, 13930]
62,[15737, 15068]
63,[15737, 15467]
64,[2362, 2409, 5675]
65,[2362, 13963]
66,[11064, 1375, 206]
67,[11064, 3215]
68,[11064, 9414]
69,[157, 13374]
70,[157, 5665]
71,[6301, 4879]
72,[6301, 6436]
73,[1410, 1558]
74,[1410, 6436]
75,[11619, 913]
76,[18059, 9681]
77,[18059, 18002]
78,[6753, 11880]
79,[6753, 6860]
80,[6753, 14647]
81,[11880, 4556]
82,[11880, 6860]
83,[11880, 11148, 12302]
84,[11880, 18165]
85,[14647, 5892]
86,[14647, 6860]
87,[5675, 3215]
88,[5675, 11308]
89,[13963, 7449, 14570]
90,[13963, 11819]
91,[13963, 13962]
92,[206, 12965, 3749, 2266, 7391, 5892]
93,[206, 2201, 11852]
94,[206, 8293, 9414]
95,[3215, 9414]
96,[3215, 11852]
97,[9414, 11852]
98,[5665, 9526, 6761, 6499]
99,[5665, 18165]
100,[5665, 6292]
101,[6436, 9878]
102,[913, 3091]
103,[913, 1076, 13862]
104,[913, 9118]
105,[9681, 13523]
106,[9681, 18002]
107,[18002, 14818]
108,[18002, 18057]
109,[6860, 4556]
110,[4556, 2171, 13785]
111,[4556, 11618]
112,[18165, 11369]
113,[18165, 16734, 859, 780]
114,[5892, 1922]
115,[5892, 13663]
116,[11308, 10515]
117,[11308, 14207]
118,[11308, 14163, 13962]
119,[11819, 11206]
120,[11819, 11207, 11206]
121,[11819, 13962]
122,[11852, 468]
123,[6499, 2139]
124,[6499, 12522]
125,[6292, 16875]
126,[6292, 14203]
127,[9878, 8743]
128,[9878, 13082]
129,[13523, 11866]
130,[13523, 15883]
131,[14818, 15646]
132,[14818, 18116]
133,[18057, 7937, 7020, 12607, 7021, 7068]
134,[18057, 9142]
135,[18057, 14746, 14676]
136,[11618, 3327]
137,[11618, 15235]
138,[11369, 1581]
139,[11369, 18247]
140,[780, 16063]
141,[780, 17406]
142,[780, 5280]
143,[14207, 5412]
144,[14207, 7085]
145,[11206, 10785]
146,[11206, 17854]
147,[468, 5412]
148,[468, 6104, 16153]
149,[2139, 12522]
150,[2139, 12565]
151,[2139, 5897]
152,[12522, 5897]
153,[16875, 3887]
154,[16875, 14377]
155,[13082, 12994]
156,[13082, 13119, 13120]
157,[13082, 13115]
158,[11866, 126]
159,[11866, 18010]
160,[7068, 6369]
161,[7068, 8485, 8486]
162,[7068, 17077]
163,[9142, 4057]
164,[9142, 15741]
165,[14676, 7077]
166,[14676, 12347]
167,[14676, 17646]
168,[3327, 1000]
169,[3327, 5922]
170,[3327, 3381]
171,[18247, 1456]
172,[18247, 12900]
173,[16063, 5897]
174,[16063, 14903]
175,[17406, 14572]
176,[17406, 14827]
177,[5280, 2752]
178,[5280, 6604]
179,[5412, 4800, 15173, 15312, 301, 1000]
180,[5412, 16648]
181,[7085, 4994, 1653]
182,[7085, 12125]
183,[12565, 1448, 1449]
184,[12565, 14175]
185,[14377, 5294]
186,[14377, 15336]
187,[12994, 9835]
188,[12994, 12993, 15336]
189,[13120, 12384]
190,[13120, 13164]
191,[13115, 1449]
192,[13115, 1841]
193,[126, 11138]
194,[126, 13164]
195,[6369, 5746]
196,[6369, 7142]
197,[8486, 7069]
198,[8486, 12110]
199,[17077, 756]
200,[17077, 17988, 10926]
201,[15741, 9622]
202,[15741, 10789]
203,[1000, 949]
204,[1456, 13467]
205,[1456, 8199]
206,[14903, 794]
207,[14903, 6689]
208,[14903, 7595]
209,[14572, 13631]
210,[14572, 16094, 16093]
211,[2752, 17365]
212,[2752, 9341]
213,[6604, 1184]
214,[6604, 6689]
215,[16648, 12125]
216,[16648, 16602]
217,[12125, 10671]
218,[1449, 1533]
219,[15336, 6415]
220,[13164, 2000]
221,[13164, 8742]
222,[5746, 5624]
223,[5746, 8867]
224,[7142, 5047, 17441]
225,[7142, 14913]
226,[7069, 3080]
227,[7069, 10926]
228,[12110, 13647]
229,[12110, 12152]
230,[10926, 10100]
231,[10789, 1440]
232,[10789, 15444]
233,[794, 3512]
234,[794, 11437]
235,[6689, 13808]
236,[6689, 16365]
237,[7595, 4607]
238,[7595, 14846]
239,[16093, 12840]
240,[16093, 16092, 7698]
241,[17365, 1184]
242,[17365, 16365]
243,[9341, 5271]
244,[9341, 7750, 7698]
245,[1184, 16365]
246,[16602, 9260]
247,[16602, 16526]
248,[1533, 8763]
249,[1533, 8505]
250,[1533, 8742]
251,[2000, 1440]
252,[2000, 2637]
253,[2000, 3624]
254,[8742, 16725]
255,[3080, 9724]
256,[3080, 7022]
257,[13647, 13649]
258,[13647, 13648]
259,[10100, 15491]
260,[10100, 17970]
261,[1440, 9453]
262,[3512, 3923]
263,[3512, 15274]
264,[11437, 1792]
265,[11437, 3993]
266,[13808, 5271]
267,[13808, 7125]
268,[16365, 5271]
269,[14846, 741]
270,[14846, 1921]
271,[14846, 1934]
272,[14846, 8739, 16678]
273,[7698, 3093, 4142, 18135]
274,[7698, 8049]
275,[16526, 16020]
276,[16526, 16525]
277,[8763, 3624]
278,[8763, 15729]
279,[8763, 12541]
280,[8505, 8408, 8357]
281,[8505, 15729]
282,[8505, 15075]
283,[2637, 8978, 514]
284,[2637, 11522]
285,[3624, 3625]
286,[9724, 13021]
287,[9724, 15402]
288,[7022, 4502]
289,[7022, 5908]
290,[7022, 14192, 14193]
291,[13649, 10568]
292,[13649, 13650]
293,[13648, 16905]
294,[13648, 13693]
295,[15274, 5063, 6222, 5221]
296,[15274, 7125]
297,[3993, 741]
298,[3993, 12778]
299,[7125, 10544]
300,[7125, 14225, 17192, 8906, 14923]
301,[741, 4955, 5064]
302,[741, 933]
303,[1921, 1934]
304,[1921, 15041]
305,[1921, 14289]
306,[1934, 1254]
307,[16678, 8357]
308,[16678, 12209]
309,[8049, 855]
310,[8049, 6547]
311,[16020, 15069]
312,[16020, 16525]
313,[16525, 16483, 16482, 17863]
314,[15729, 18072, 18179]
315,[15729, 15770]
316,[12541, 8764]
317,[12541, 17313]
318,[8357, 8213]
319,[15075, 132]
320,[15075, 3984]
321,[15075, 15041]
322,[514, 8740]
323,[514, 15571, 9832]
324,[11522, 3625]
325,[11522, 4671]
326,[3625, 2596]
327,[13021, 6034]
328,[13021, 7272, 3510]
329,[4502, 4155, 12875, 1679]
330,[4502, 4544]
331,[5908, 2733]
332,[5908, 17301]
333,[14193, 1501]
334,[14193, 2491]
335,[13650, 2534]
336,[13650, 2733]
337,[13650, 4161]
338,[5221, 5611, 12301]
339,[5221, 17555]
340,[10544, 6628, 9725]
341,[10544, 8741]
342,[14923, 8167]
343,[14923, 9151]
344,[14923, 9870]
345,[5064, 933]
346,[5064, 12426]
347,[933, 65, 15902]
348,[15041, 1254]
349,[1254, 16912]
350,[855, 854]
351,[855, 12835]
352,[17863, 8959]
353,[17863, 17367, 17265]
354,[18179, 1997]
355,[18179, 15095]
356,[15770, 9225, 15050]
357,[15770, 15730, 15772, 15773, 3743, 15771]
358,[8764, 6708]
359,[8764, 8490]
360,[8213, 7227]
361,[8213, 14682]
362,[132, 131, 15902]
363,[132, 7322]
364,[132, 1446, 10792]
365,[3984, 5540]
366,[3984, 7819]
367,[8740, 13166]
368,[8740, 14030]
369,[9832, 1994]
370,[9832, 2874]
371,[9832, 14294]
372,[1679, 408]
373,[1679, 1477, 1029]
374,[2733, 16534]
375,[1501, 17218]
376,[1501, 11088]
377,[2491, 2493]
378,[2491, 7101]
379,[2534, 755]
380,[2534, 2892]
381,[4161, 2001]
382,[4161, 9764]
383,[12301, 2555, 16853]
384,[12301, 12425]
385,[12301, 15169, 12121]
386,[17555, 4276]
387,[17555, 17193]
388,[8167, 1236]
389,[8167, 11859]
390,[8167, 9151]
391,[9151, 11859]
392,[9151, 9870]
393,[9870, 11859]
394,[9870, 16645]
395,[12426, 10792]
396,[12426, 17193]
397,[15902, 10035]
398,[854, 853]
399,[854, 8410]
400,[8959, 5959]
401,[8959, 6268]
402,[8959, 9259]
403,[1997, 1950, 15098]
404,[1997, 3985]
405,[15050, 3986]
406,[15050, 10168]
407,[15771, 4479]
408,[15771, 14715, 13829]
409,[15771, 16634]
410,[8490, 6523]
411,[8490, 8765]
412,[10792, 10836, 10837]
413,[5540, 5470]
414,[5540, 11991]
415,[7819, 1367]
416,[7819, 2462]
417,[13166, 2568]
418,[13166, 3294]
419,[14030, 7260, 14214, 1994]
420,[14030, 13872]
421,[1994, 13872]
422,[2874, 2557]
423,[2874, 3861]
424,[2874, 2964]
425,[14294, 5029]
426,[14294, 13239]
427,[408, 407]
428,[408, 17588, 13978, 12324]
429,[1029, 17560, 1458]
430,[1029, 7505]
431,[11088, 577]
432,[11088, 14194]
433,[2493, 9280]
434,[2493, 2494]
435,[2493, 15118]
436,[7101, 2492, 2537]
437,[7101, 12042]
438,[755, 2501]
439,[755, 2535]
440,[2892, 2535]
441,[2892, 2893]
442,[2892, 3082]
443,[2001, 9312]
444,[2001, 3190, 17699, 3286, 4286]
445,[2001, 2051]
446,[16853, 9687]
447,[16853, 16979, 17806, 811, 1320]
448,[12425, 7061]
449,[12425, 12394, 12353, 14359, 12354, 1293]
450,[12425, 13013, 14972]
451,[12121, 12321]
452,[12121, 16645]
453,[17193, 9308]
454,[1236, 15695]
455,[1236, 17614]
456,[1236, 5147, 9073, 15890]
457,[11859, 9687]
458,[16645, 5345]
459,[853, 8027]
460,[853, 857]
461,[3985, 3986]
462,[3985, 7373]
463,[3985, 11991]
464,[3986, 7154, 10413, 14102, 18212, 4028]
465,[4479, 15769]
466,[4479, 17433]
467,[13829, 13657, 13770, 3135, 13240]
