1,2418.382812,689.449768
2,5983.526367,3650.609131
3,9982.62207,7044.40625
4,4521.369141,4777.648438
5,4469.584961,4777.648438
6,4755.921387,4777.648438
7,4987.427246,4777.648438
8,4115.487793,1872.144897
9,4204.526367,1530.453857
10,2236.4375,7169.987793
11,4969.150391,4219.708496
12,5156.487305,4219.708496
13,4348.227539,2838.535156
14,4949.929199,3403.505371
15,6796.93457,7355.339844
16,4866.556641,4805.825195
17,4180.14209,3424.847168
18,5130.10791,6368.347168
19,4524.385254,1869.396973
20,3421.655762,3424.986572
21,4587.059082,6246.434082
22,4600.553711,4440.100098
23,4522.876953,4440.100098
24,4417.785645,4440.100098
25,4231.97168,4440.100098
26,4000.466064,4440.100098
27,5.361187,2071.655273
28,4670.599121,753.516846
29,7667.289551,537.253906
30,7286.097168,1248.547607
31,6701.316406,7404.830566
32,3342.47168,3763.594971
33,3398.825195,3763.594971
34,4899.074219,3324.219971
35,9434.927734,6696.968262
36,9294.805664,6696.968262
37,4156.031738,4572.586426
38,5266.163086,4767.884277
39,5319.470215,4767.884277
40,6264.72998,3690.461182
41,4170.638184,3815.958984
42,5051.380371,2208.340088
43,5299.640137,2208.340088
44,5368.178223,2208.340088
45,5334.67041,2208.340088
46,5496.115234,1650.400024
47,4379.724121,4779.043457
48,4178.116211,3910.490234
49,4122.950684,1629.532471
50,4266.987305,4102.538086
51,3811.59082,4102.538086
52,3796.360107,4102.538086
53,3775.037354,4102.538086
54,4204.130371,1803.934937
55,3814.164795,3798.857666
56,6900.50293,7356.734863
57,4795.67334,2233.280518
58,8079.309082,4109.498535
59,3482.959229,3373.80835
60,4528.938965,4322.455566
61,4760.383789,2411.044678
62,2343.402344,7558.979004
63,2410.417236,7558.979004
64,2334.507568,7043.025391
65,3295.317627,7001.039062
66,3316.564453,2310.166504
67,4327.909668,1870.791748
68,4344.663574,1870.791748
69,4404.062988,1870.791748
70,4553.323242,1870.791748
71,4729.998535,1870.791748
72,4749.79834,1870.791748
73,1545.255615,5438.810059
74,4887.026855,3231.083496
75,8320.867188,7039.816895
76,3256.631836,3234.515137
77,4585.322754,4441.495117
78,4503.077148,4441.495117
79,4312.694336,4441.495117
80,4212.171875,4441.495117
81,4126.880371,4441.495117
82,4894.504883,3883.541016
83,7457.334961,6031.775391
84,3312.010498,3764.989746
85,4879.274414,3325.61499
86,8970.880859,6991.289062
87,9575.049805,6698.363281
88,4874.705078,2767.675049
89,1974.775024,6335.692871
90,792.937866,6781.875
91,5124.487793,2209.734863
92,5193.025391,2209.734863
93,4543.910645,3384.897461
94,5463.15625,6855.31543
95,4416.277832,4780.437988
96,4603.614746,4780.437988
97,4746.782715,4780.437988
98,4833.597656,4780.437988
99,4970.67334,4780.437988
100,4485.181152,6272.881348
101,4694.831055,1616.615845
102,4468.381836,3374.882324
103,5213.312988,6409.314941
104,5121.487305,5666.17627
105,4754.337402,2311.115234
106,4213.679688,4103.933105
107,4207.587402,4103.933105
108,4149.710938,4103.933105
109,4104.019043,4103.933105
110,3889.26709,4103.933105
111,2766.844727,8794.833008
112,7127.439453,7358.018066
113,4699.644043,8355.458984
114,4879.50293,1564.600586
115,5414.205078,3375.091553
116,8942.048828,6779.057129
117,7206.638672,7358.129883
118,7127.439453,7358.129883
119,7215.777344,7358.129883
120,6915.733398,7358.129883
121,7077.178223,7358.129883
122,7049.763184,7358.129883
123,6879.179688,7358.129883
124,6793.888184,7358.129883
125,6868.518555,7358.129883
126,3654.730469,3884.419922
127,3445.23291,1530.230591
128,6628.117676,1470.585327
129,7463.366699,1680.111084
130,2325.125488,7560.374023
131,2360.156006,7560.374023
132,3436.886475,2311.561523
133,3458.209473,2311.561523
134,4375.124512,1872.186646
135,3873.655762,3598.566162
136,4567.350586,4372.936523
137,3414.680176,4522.830566
138,4397.98584,4442.890137
139,4295.94043,4442.890137
140,4043.111816,4442.890137
141,3936.497314,4442.890137
142,5223.304199,6312.370605
143,3669.930664,3766.384766
144,5118.395508,3327.009766
145,9713.648438,6699.757812
146,9693.848633,6699.757812
147,4514.104492,4261.443359
148,6096.614258,1370.167603
149,5121.517578,7459.956543
150,4985.964844,7459.956543
151,4399.600586,3333.914551
152,4304.804688,3724.496338
153,5748.030273,4303.59668
154,9034.697266,6748.760254
155,3344.071045,7341.391113
156,3313.609619,7341.391113
157,7046.70166,6462.627441
158,2748.476562,1534.415283
159,6070.386719,6344.076172
160,4445.216309,4781.833008
161,4503.092773,4781.833008
162,4725.459961,4781.833008
163,4778.76709,4781.833008
164,4537.635742,4139.79541
165,7276.456055,3968.921875
166,4970.67334,4223.893066
167,5072.71875,4223.893066
168,6699.610352,7603.42041
169,6712.81543,7530.216797
170,4152.757324,4105.327637
171,4858.636719,2089.426025
172,5230.036133,6292.144531
173,7147.239258,7359.524414
174,7075.822754,7383.935059
175,6932.487305,7359.524414
176,6836.53418,7359.524414
177,5335.76709,5155.257812
178,6674.784668,7429.533691
179,2334.507568,7045.787109
