1,1,7389,1.410871
2,1,5745,1.069441
3,1,5836,34.071991
4,1,3648,14.796446
5,2,4233,136.073166
6,2,342,40.785633
7,2,16545,34.005203
8,3,2187,31.818031
9,3,16140,2.928333
10,4,18162,18.488585
11,4,575,17.013727
12,4,161,18.7493
13,4,17738,17.812983
14,5,18076,29.471466
15,5,395,12.058446
16,5,17846,13.359726
17,6,163,23.225779
18,6,620,19.667444
19,6,97,9.554942
20,6,17849,13.359894
21,7,401,12.058261
22,8,9875,33.73613
23,8,4508,6.154667
24,9,1561,44.662205
25,10,4982,5.849877
26,10,3880,9.835981
27,11,18078,22.040682
28,11,166,4.453089
29,11,17945,10.228357
30,12,18079,22.040682
31,12,1432,43.783901
32,12,290,27.211079
33,13,12988,26.278666
34,13,9683,18.597013
35,13,9063,36.479279
36,14,18119,4.365967
37,15,14189,13.526987
38,15,9003,3.097967
39,15,124,4.130955
40,15,176,39.820091
41,16,576,11.707492
42,16,17710,19.188969
43,16,1329,9.708391
44,17,8185,21.113981
45,17,14416,7.598909
46,17,14332,5.520657
47,18,17242,13.632946
48,18,7077,16.845057
49,18,896,12.547424
50,19,70,28.971582
51,20,4815,46.737839
52,20,10188,45.498577
53,21,17868,12.776855
54,21,874,40.955078
55,21,882,1.69043
56,22,18244,4.777075
57,22,912,10.874282
58,23,18141,20.237644
59,23,464,12.91853
60,23,78,19.848886
61,23,17798,16.009529
62,24,18187,19.995346
63,24,558,16.009668
64,24,138,19.995415
65,24,17830,14.678076
66,25,18143,20.237167
67,25,465,12.91853
68,25,80,19.848886
69,25,17831,14.677924
70,26,140,42.736923
71,26,514,24.219814
72,26,4868,4.062858
73,27,7366,5.371625
74,27,12874,688.480713
75,28,328,21.495996
76,28,430,11.262502
77,28,17043,39.141739
78,29,1554,145.122421
79,29,14822,127.20517
80,29,7759,48.0028
81,30,17894,38.957039
82,30,867,68.361671
83,30,15479,229.438004
84,31,14816,6.346846
85,31,15186,5.049525
86,32,377,22.076483
87,32,274,7.610569
88,32,755,0.89655
89,33,193,4.453173
90,33,18064,6.974609
91,34,360,19.186817
92,34,17725,21.035122
93,35,8961,62.685299
94,35,570,134.767395
95,35,36,140.12207
96,35,13917,133.943817
97,36,2261,66.971916
98,36,11285,141.667023
99,37,7497,7.058122
100,37,18257,1.437012
101,38,384,10.228357
102,38,17840,15.221137
103,38,17772,17.013639
104,39,281,26.814898
105,39,18198,6.700766
106,40,496,44.421001
107,40,16907,68.146004
108,40,17536,62.219707
109,41,9056,5.021684
110,41,9101,0.753967
111,41,12016,8.534282
112,42,6729,203.658768
113,42,91,73.120728
114,42,18262,27.45051
115,43,45,35.030273
116,43,92,106.623871
117,43,13416,150.655411
118,44,18205,181.266098
119,44,45,33.507812
120,44,13376,152.04248
121,45,6733,203.675858
122,46,16314,61.39389
123,47,18075,32.735996
124,47,345,8.906345
125,47,344,49.451138
126,47,17940,12.058261
127,48,12440,10.328053
128,48,9751,17.599356
129,48,4396,11.537039
130,49,2980,0.952653
131,49,3619,13.770131
132,50,18167,20.237167
133,50,410,10.228211
134,50,291,28.288681
135,50,18030,9.535482
136,51,294,8.337564
137,52,451,12.058446
138,53,7012,32.669117
139,53,1349,20.280199
140,54,7991,8.442825
141,54,2787,10.526006
142,54,7991,8.442825
143,55,1003,30.303871
144,55,14875,8.724384
145,56,11134,9.082314
146,56,120,15.294223
147,56,363,9.535034
148,57,12128,12.002633
149,57,16624,17.136406
150,57,8692,5.009448
151,58,1188,63.526573
152,58,1529,41.874382
153,58,17990,9.76416
154,59,8584,17.088617
155,59,18005,25.532249
156,59,6445,35.072784
157,60,5049,14.804744
158,60,1383,15.461435
159,60,17519,20.574129
160,61,17701,76.251724
161,61,17789,39.534817
162,62,131,16.811642
163,62,314,6.974609
164,62,130,18.330017
165,62,17866,14.031651
166,63,551,15.221584
167,64,5696,45.771477
168,65,691,118.669563
169,65,17325,179.320862
170,65,10682,255.130951
171,66,934,25.108154
172,66,15903,75.945023
173,67,68,16.753906
174,67,425,9.764282
175,67,17708,19.52832
176,67,11363,35.045898
177,68,257,5.57959
178,68,18093,6.974365
179,69,258,5.57959
180,69,134,28.972076
181,69,17958,11.159058
182,70,317,6.974487
183,70,18235,3.178309
184,71,72,19.799805
185,71,1152,30.838291
186,71,182,21.504482
187,71,16704,50.308144
188,72,1095,29.332165
189,73,2740,52.25174
190,73,9737,180.377335
191,74,17341,63.910217
192,74,15179,3.11362
193,75,4871,15.778265
194,75,3661,48.822071
195,75,5492,42.145226
196,76,9870,31.01676
197,76,2677,14.637045
198,76,7105,15.142766
199,77,603,15.643246
200,77,218,20.237167
201,77,17922,12.918414
202,77,912,4.420428
203,78,604,15.643246
204,78,219,20.237167
205,78,17876,14.677924
206,79,18142,22.040682
207,79,139,16.811884
208,79,17878,14.277519
209,80,220,20.237167
210,80,17924,12.918414
211,81,18245,23.015924
212,81,559,15.221137
213,81,221,18.749775
214,81,17879,14.031624
215,82,17926,50.329136
216,82,17616,24.721397
217,82,10279,103.754456
218,83,2613,171.895844
219,83,4235,270.181183
220,84,191,3.178416
221,84,17882,16.675669
222,84,1739,17.511257
223,85,17771,19.667671
224,85,12850,31.473251
225,86,5496,34.588867
226,86,9843,51.296875
227,87,570,5.361622
228,87,146,118.807014
229,87,9803,266.532166
230,88,387,28.664034
231,88,2588,76.73362
232,88,18116,6.866575
233,89,436,9.76416
234,89,18201,4.18457
235,90,7904,12.824811
236,90,4427,44.382141
237,90,3052,68.84317
